id,mean_acc_[ARSLVQ],current_acc_[ARSLVQ],mean_acc_[MEB$_5$],current_acc_[MEB$_5$],mean_acc_[MEB$_{300}$],current_acc_[MEB$_{300}$],mean_acc_[MCCVM$_5$],current_acc_[MCCVM$_5$],mean_acc_[MCCVM$_{300}$],current_acc_[MCCVM$_{300}$],model_size_[ARSLVQ],model_size_[MEB$_5$],model_size_[MEB$_{300}$],model_size_[MCCVM$_5$],model_size_[MCCVM$_{300}$]
24999,0.924919,1.000000,1.000000,1.000000,1.000000,1.000000,0.262944,0.255000,0.644194,0.680000,49.545898,132.038086,491.428711,19.289062,62.851562
25199,0.925520,1.000000,1.000000,1.000000,1.000000,1.000000,0.262880,0.255000,0.643640,0.575000,49.545898,132.038086,491.428711,19.289062,73.343750
25399,0.926111,1.000000,1.000000,1.000000,1.000000,1.000000,0.262937,0.270000,0.644365,0.735000,49.545898,132.038086,491.428711,18.945312,69.210938
25599,0.926693,1.000000,1.000000,1.000000,1.000000,1.000000,0.262598,0.220000,0.644370,0.645000,49.545898,132.038086,491.428711,19.289062,57.960938
25799,0.927266,1.000000,1.000000,1.000000,1.000000,1.000000,0.263008,0.315000,0.646211,0.880000,49.545898,132.038086,491.428711,18.945312,62.992188
25999,0.927829,1.000000,1.000000,1.000000,1.000000,1.000000,0.263023,0.265000,0.647093,0.760000,49.545898,132.038086,491.428711,19.289062,62.097656
26199,0.928385,1.000000,1.000000,1.000000,1.000000,1.000000,0.263115,0.275000,0.648038,0.770000,49.545898,132.038086,491.428711,19.289062,56.468750
26399,0.928931,1.000000,1.000000,1.000000,1.000000,1.000000,0.263359,0.295000,0.647901,0.630000,49.545898,132.038086,491.428711,19.289062,57.921875
26599,0.929470,1.000000,1.000000,1.000000,1.000000,1.000000,0.263561,0.290000,0.646515,0.465000,49.545898,132.038086,491.428711,19.289062,60.859375
26799,0.930000,1.000000,1.000000,1.000000,1.000000,1.000000,0.263496,0.255000,0.647594,0.790000,49.545898,132.038086,491.428711,19.289062,72.296875
26999,0.930522,1.000000,1.000000,1.000000,1.000000,1.000000,0.263396,0.250000,0.648358,0.750000,49.545898,132.038086,491.428711,18.945312,65.718750
27199,0.931037,1.000000,1.000000,1.000000,1.000000,1.000000,0.263370,0.260000,0.649333,0.780000,49.545898,132.038086,491.428711,18.945312,68.332031
27399,0.931544,1.000000,1.000000,1.000000,1.000000,1.000000,0.263419,0.270000,0.650478,0.805000,49.545898,132.038086,491.428711,19.289062,61.691406
27599,0.932044,1.000000,1.000000,1.000000,1.000000,1.000000,0.263394,0.260000,0.648759,0.415000,49.545898,132.038086,491.428711,19.289062,52.285156
27799,0.932536,1.000000,1.000000,1.000000,1.000000,1.000000,0.263514,0.280000,0.648478,0.610000,49.545898,132.038086,491.428711,19.289062,64.718750
27999,0.933022,1.000000,1.000000,1.000000,1.000000,1.000000,0.263453,0.255000,0.647590,0.525000,49.545898,132.038086,491.428711,18.945312,66.582031
28199,0.933500,1.000000,1.000000,1.000000,1.000000,1.000000,0.263464,0.265000,0.647286,0.605000,49.545898,132.038086,491.428711,18.945312,70.816406
28399,0.933972,1.000000,1.000000,1.000000,1.000000,1.000000,0.263759,0.305000,0.647660,0.700000,49.545898,132.038086,491.428711,19.289062,59.632812
28599,0.934437,1.000000,1.000000,1.000000,1.000000,1.000000,0.263803,0.270000,0.647465,0.620000,49.545898,132.038086,491.428711,19.289062,70.769531
28799,0.934895,1.000000,1.000000,1.000000,1.000000,1.000000,0.263846,0.270000,0.647762,0.690000,49.545898,132.038086,491.428711,19.289062,61.238281
28999,0.935347,1.000000,1.000000,1.000000,1.000000,1.000000,0.263472,0.210000,0.647604,0.625000,49.545898,132.038086,491.428711,19.289062,55.296875
29199,0.935793,1.000000,1.000000,1.000000,1.000000,1.000000,0.263655,0.290000,0.647931,0.695000,49.545898,132.038086,491.428711,19.289062,73.226562
29399,0.936233,1.000000,1.000000,1.000000,1.000000,1.000000,0.263664,0.265000,0.646712,0.470000,49.545898,132.038086,491.428711,18.945312,66.042969
29599,0.936667,1.000000,1.000000,1.000000,1.000000,1.000000,0.263571,0.250000,0.646327,0.590000,49.545898,132.038086,491.428711,19.289062,57.402344
29799,0.937095,1.000000,1.000000,1.000000,1.000000,1.000000,0.263446,0.245000,0.646216,0.630000,49.545898,132.038086,491.428711,19.289062,70.175781
29999,0.937517,1.000000,1.000000,1.000000,1.000000,1.000000,0.263557,0.280000,0.645134,0.485000,49.545898,132.038086,491.428711,18.945312,52.902344
30199,0.937933,1.000000,1.000000,1.000000,1.000000,1.000000,0.263767,0.295000,0.645500,0.700000,49.545898,132.038086,491.428711,18.507812,83.164062
30399,0.938344,1.000000,1.000000,1.000000,1.000000,1.000000,0.263642,0.245000,0.644768,0.535000,49.545898,132.038086,491.428711,19.289062,55.835938
30599,0.938750,1.000000,1.000000,1.000000,1.000000,1.000000,0.263684,0.270000,0.644934,0.670000,49.545898,132.038086,491.428711,19.289062,68.890625
30799,0.939150,1.000000,1.000000,1.000000,1.000000,1.000000,0.263725,0.270000,0.643007,0.350000,49.545898,132.038086,491.428711,19.289062,56.140625
30999,0.939545,1.000000,1.000000,1.000000,1.000000,1.000000,0.263961,0.300000,0.641753,0.450000,49.545898,132.038086,491.428711,19.289062,55.429688
31199,0.939935,1.000000,1.000000,1.000000,1.000000,1.000000,0.264097,0.285000,0.641226,0.560000,49.545898,132.038086,491.428711,19.289062,62.828125
31399,0.940321,1.000000,1.000000,1.000000,1.000000,1.000000,0.264103,0.265000,0.640641,0.550000,49.545898,132.038086,491.428711,19.289062,65.531250
31599,0.940701,1.000000,1.000000,1.000000,1.000000,1.000000,0.264013,0.250000,0.640924,0.685000,49.545898,132.038086,491.428711,19.289062,77.812500
31799,0.941076,1.000000,1.000000,1.000000,1.000000,1.000000,0.264051,0.270000,0.640411,0.560000,49.545898,132.038086,491.428711,19.289062,73.378906
31999,0.941447,1.000000,1.000000,1.000000,1.000000,1.000000,0.263931,0.245000,0.639811,0.545000,49.545898,132.038086,491.428711,18.945312,61.625000
32199,0.941813,1.000000,1.000000,1.000000,1.000000,1.000000,0.263969,0.270000,0.639625,0.610000,49.545898,132.038086,491.428711,18.507812,66.257812
32399,0.942174,1.000000,1.000000,1.000000,1.000000,1.000000,0.263820,0.240000,0.641118,0.880000,49.545898,132.038086,491.428711,19.289062,59.882812
32599,0.942531,1.000000,1.000000,1.000000,1.000000,1.000000,0.263889,0.275000,0.641235,0.660000,49.545898,132.038086,491.428711,19.289062,59.035156
32799,0.942883,1.000000,1.000000,1.000000,1.000000,1.000000,0.264018,0.285000,0.639387,0.340000,49.545898,132.038086,491.428711,18.945312,59.339844
32999,0.943232,1.000000,1.000000,1.000000,1.000000,1.000000,0.263933,0.250000,0.639421,0.645000,49.545898,132.038086,491.428711,19.289062,54.386719
33199,0.943576,1.000000,1.000000,1.000000,1.000000,1.000000,0.263727,0.230000,0.640667,0.845000,49.545898,132.038086,491.428711,19.289062,69.089844
33399,0.943916,1.000000,1.000000,1.000000,1.000000,1.000000,0.263825,0.280000,0.640452,0.605000,49.545898,132.038086,491.428711,18.945312,72.277344
33599,0.944251,1.000000,1.000000,1.000000,1.000000,1.000000,0.263802,0.260000,0.639790,0.530000,49.545898,132.038086,491.428711,19.289062,49.414062
33799,0.944583,1.000000,1.000000,1.000000,1.000000,1.000000,0.263750,0.255000,0.638958,0.500000,49.545898,132.038086,491.428711,18.945312,67.039062
33999,0.944911,1.000000,1.000000,1.000000,1.000000,1.000000,0.263728,0.260000,0.639734,0.770000,49.545898,132.038086,491.428711,19.289062,61.332031
34199,0.945235,1.000000,1.000000,1.000000,1.000000,1.000000,0.263559,0.235000,0.639824,0.655000,49.545898,132.038086,491.428711,18.945312,74.199219
34399,0.945556,1.000000,1.000000,1.000000,1.000000,1.000000,0.263421,0.240000,0.640234,0.710000,49.545898,132.038086,491.428711,19.289062,60.785156
34599,0.945872,1.000000,1.000000,1.000000,1.000000,1.000000,0.263547,0.285000,0.641047,0.780000,49.545898,132.038086,491.428711,19.289062,51.210938
34799,0.946185,1.000000,1.000000,1.000000,1.000000,1.000000,0.263439,0.245000,0.640260,0.505000,49.545898,132.038086,491.428711,19.289062,63.433594
34999,0.946494,1.000000,1.000000,1.000000,1.000000,1.000000,0.263362,0.250000,0.640920,0.755000,49.545898,132.038086,491.428711,19.289062,76.351562
35199,0.946800,1.000000,1.000000,1.000000,1.000000,1.000000,0.263486,0.285000,0.640143,0.505000,49.545898,132.038086,491.428711,19.289062,62.828125
35399,0.947102,1.000000,1.000000,1.000000,1.000000,1.000000,0.263608,0.285000,0.640057,0.625000,49.545898,132.038086,491.428711,18.945312,72.292969
35599,0.947401,1.000000,1.000000,1.000000,1.000000,1.000000,0.263588,0.260000,0.640565,0.730000,49.545898,132.038086,491.428711,19.289062,73.406250
35799,0.947697,1.000000,1.000000,1.000000,1.000000,1.000000,0.263736,0.290000,0.641489,0.805000,49.545898,132.038086,491.428711,19.289062,55.300781
35999,0.947989,1.000000,1.000000,1.000000,1.000000,1.000000,0.263855,0.285000,0.641425,0.630000,49.545898,132.038086,491.428711,18.945312,52.425781
36199,0.948278,1.000000,1.000000,1.000000,1.000000,1.000000,0.264056,0.300000,0.642472,0.830000,49.545898,132.038086,491.428711,19.289062,55.449219
36399,0.948564,1.000000,1.000000,1.000000,1.000000,1.000000,0.264033,0.260000,0.641630,0.490000,49.545898,132.038086,491.428711,19.289062,70.687500
36599,0.948846,1.000000,1.000000,1.000000,1.000000,1.000000,0.263956,0.250000,0.640962,0.520000,49.545898,132.038086,491.428711,19.289062,62.167969
36799,0.949126,1.000000,1.000000,1.000000,1.000000,1.000000,0.264208,0.310000,0.640437,0.545000,49.545898,132.038086,491.428711,18.945312,61.753906
36999,0.949402,1.000000,1.000000,1.000000,1.000000,1.000000,0.264049,0.235000,0.640842,0.715000,49.545898,132.038086,491.428711,19.289062,62.890625
37199,0.949676,1.000000,1.000000,1.000000,1.000000,1.000000,0.264297,0.310000,0.641757,0.810000,49.545898,132.038086,491.428711,19.289062,76.277344
37399,0.949946,1.000000,1.000000,1.000000,1.000000,1.000000,0.264462,0.295000,0.640995,0.500000,49.545898,132.038086,491.428711,19.289062,69.695312
37599,0.950214,1.000000,1.000000,1.000000,1.000000,1.000000,0.264519,0.275000,0.641150,0.670000,49.545898,132.038086,491.428711,19.289062,60.878906
37799,0.950479,1.000000,1.000000,1.000000,1.000000,1.000000,0.264761,0.310000,0.640798,0.575000,49.545898,132.038086,491.428711,19.289062,72.710938
37999,0.950741,1.000000,1.000000,1.000000,1.000000,1.000000,0.264656,0.245000,0.640899,0.660000,49.545898,132.038086,491.428711,19.289062,65.925781
38199,0.951000,1.000000,1.000000,1.000000,1.000000,1.000000,0.264711,0.275000,0.640632,0.590000,49.545898,132.038086,491.428711,18.945312,59.281250
38399,0.951257,1.000000,1.000000,1.000000,1.000000,1.000000,0.264660,0.255000,0.640497,0.615000,49.545898,132.038086,491.428711,19.289062,58.671875
38599,0.951510,1.000000,1.000000,1.000000,1.000000,1.000000,0.264609,0.255000,0.639375,0.425000,49.545898,132.038086,491.428711,18.945312,72.335938
38799,0.951762,1.000000,1.000000,1.000000,1.000000,1.000000,0.264456,0.235000,0.639301,0.625000,49.545898,132.038086,491.428711,18.507812,64.070312
38999,0.952010,1.000000,1.000000,1.000000,1.000000,1.000000,0.264253,0.225000,0.638299,0.445000,49.545898,132.038086,491.428711,19.289062,56.593750
39199,0.952256,1.000000,1.000000,1.000000,1.000000,1.000000,0.264051,0.225000,0.637077,0.400000,49.545898,132.038086,491.428711,18.945312,74.523438
39399,0.952500,1.000000,1.000000,1.000000,1.000000,1.000000,0.263980,0.250000,0.637449,0.710000,49.545898,132.038086,491.428711,18.945312,75.125000
39599,0.952741,1.000000,1.000000,1.000000,1.000000,1.000000,0.264010,0.270000,0.637284,0.605000,49.545898,132.038086,491.428711,19.289062,62.664062
39799,0.952980,1.000000,1.000000,1.000000,1.000000,1.000000,0.264040,0.270000,0.638409,0.860000,49.545898,132.038086,491.428711,19.289062,67.371094
39999,0.953216,1.000000,1.000000,1.000000,1.000000,1.000000,0.264045,0.265000,0.638342,0.625000,49.545898,132.038086,491.428711,18.945312,48.812500
40199,0.953450,1.000000,1.000000,1.000000,1.000000,1.000000,0.263950,0.245000,0.638925,0.755000,49.545898,132.038086,491.428711,19.289062,63.140625
40399,0.953682,1.000000,1.000000,1.000000,1.000000,1.000000,0.263905,0.255000,0.638159,0.485000,49.545898,132.038086,491.428711,18.945312,60.828125
40599,0.953911,1.000000,1.000000,1.000000,1.000000,1.000000,0.263911,0.265000,0.638045,0.615000,49.545898,132.038086,491.428711,18.945312,51.386719
40799,0.954138,1.000000,1.000000,1.000000,1.000000,1.000000,0.263768,0.235000,0.637266,0.480000,49.545898,132.038086,491.428711,19.289062,70.343750
40999,0.954363,1.000000,1.000000,1.000000,1.000000,1.000000,0.263848,0.280000,0.637794,0.745000,49.545898,132.038086,491.428711,19.289062,62.800781
41199,0.954585,1.000000,1.000000,1.000000,1.000000,1.000000,0.263805,0.255000,0.638293,0.740000,49.545898,132.038086,491.428711,19.289062,70.578125
41399,0.954806,1.000000,1.000000,1.000000,1.000000,1.000000,0.263665,0.235000,0.637791,0.535000,49.545898,132.038086,491.428711,19.289062,66.027344
41599,0.955024,1.000000,1.000000,1.000000,1.000000,1.000000,0.263744,0.280000,0.638043,0.690000,49.545898,132.038086,491.428711,19.289062,74.765625
41799,0.955240,1.000000,1.000000,1.000000,1.000000,1.000000,0.263726,0.260000,0.637091,0.440000,49.545898,132.038086,491.428711,19.289062,79.343750
41999,0.955455,1.000000,1.000000,1.000000,1.000000,1.000000,0.263780,0.275000,0.636364,0.485000,49.545898,132.038086,491.428711,19.289062,58.847656
42199,0.955667,1.000000,1.000000,1.000000,1.000000,1.000000,0.263762,0.260000,0.635952,0.550000,49.545898,132.038086,491.428711,19.289062,54.609375
42399,0.955877,1.000000,1.000000,1.000000,1.000000,1.000000,0.263673,0.245000,0.636374,0.725000,49.545898,132.038086,491.428711,19.289062,65.218750
42599,0.956085,1.000000,1.000000,1.000000,1.000000,1.000000,0.263797,0.290000,0.634858,0.315000,49.545898,132.038086,491.428711,18.945312,68.031250
42799,0.956291,1.000000,1.000000,1.000000,1.000000,1.000000,0.263732,0.250000,0.635070,0.680000,49.545898,132.038086,491.428711,19.289062,71.511719
42999,0.956495,1.000000,1.000000,1.000000,1.000000,1.000000,0.263832,0.285000,0.634393,0.490000,49.545898,132.038086,491.428711,19.289062,65.914062
43199,0.956698,1.000000,1.000000,1.000000,1.000000,1.000000,0.263884,0.275000,0.633698,0.485000,49.545898,132.038086,491.428711,19.289062,66.074219
43399,0.956898,1.000000,1.000000,1.000000,1.000000,1.000000,0.263935,0.275000,0.633912,0.680000,49.545898,132.038086,491.428711,18.945312,70.027344
43599,0.957097,1.000000,1.000000,1.000000,1.000000,1.000000,0.263871,0.250000,0.633825,0.615000,49.545898,132.038086,491.428711,19.289062,64.656250
43799,0.957294,1.000000,1.000000,1.000000,1.000000,1.000000,0.263830,0.255000,0.634128,0.700000,49.545898,132.038086,491.428711,19.289062,62.433594
43999,0.957489,1.000000,1.000000,1.000000,1.000000,1.000000,0.263927,0.285000,0.633790,0.560000,49.545898,132.038086,491.428711,18.945312,62.339844
44199,0.957682,1.000000,1.000000,1.000000,1.000000,1.000000,0.264000,0.280000,0.634182,0.720000,49.545898,132.038086,491.428711,19.289062,63.847656
44399,0.957873,1.000000,1.000000,1.000000,1.000000,1.000000,0.263959,0.255000,0.634502,0.705000,49.545898,132.038086,491.428711,18.945312,57.027344
44599,0.958063,1.000000,1.000000,1.000000,1.000000,1.000000,0.263919,0.255000,0.634932,0.730000,49.545898,132.038086,491.428711,19.289062,66.769531
44799,0.958251,1.000000,1.000000,1.000000,1.000000,1.000000,0.263857,0.250000,0.634036,0.435000,49.545898,132.038086,491.428711,19.289062,61.824219
44999,0.958438,1.000000,1.000000,1.000000,1.000000,1.000000,0.263683,0.225000,0.632991,0.400000,49.545898,132.038086,491.428711,18.507812,75.566406
45199,0.958622,1.000000,1.000000,1.000000,1.000000,1.000000,0.263622,0.250000,0.632778,0.585000,49.545898,132.038086,491.428711,18.945312,62.777344
45399,0.958805,1.000000,1.000000,1.000000,1.000000,1.000000,0.263606,0.260000,0.632367,0.540000,49.545898,132.038086,491.428711,18.945312,63.386719
45599,0.958987,1.000000,1.000000,1.000000,1.000000,1.000000,0.263744,0.295000,0.633370,0.860000,49.545898,132.038086,491.428711,18.945312,70.558594
45799,0.959167,1.000000,1.000000,1.000000,1.000000,1.000000,0.263947,0.310000,0.633399,0.640000,49.545898,132.038086,491.428711,19.289062,61.296875
45999,0.959345,1.000000,1.000000,1.000000,1.000000,1.000000,0.263974,0.270000,0.633079,0.560000,49.545898,132.038086,491.428711,18.945312,63.562500
46199,0.959522,1.000000,1.000000,1.000000,1.000000,1.000000,0.264109,0.295000,0.632870,0.585000,49.545898,132.038086,491.428711,18.070312,71.503906
46399,0.959697,1.000000,1.000000,1.000000,1.000000,1.000000,0.264091,0.260000,0.633160,0.700000,49.545898,132.038086,491.428711,18.507812,60.277344
46599,0.959871,1.000000,1.000000,1.000000,1.000000,1.000000,0.263987,0.240000,0.633815,0.785000,49.545898,132.038086,491.428711,19.289062,68.457031
46799,0.960043,1.000000,1.000000,1.000000,1.000000,1.000000,0.264034,0.275000,0.634571,0.810000,49.545898,132.038086,491.428711,19.289062,84.644531
46999,0.960214,1.000000,1.000000,1.000000,1.000000,1.000000,0.263996,0.255000,0.634380,0.590000,49.545898,132.038086,491.428711,19.289062,56.238281
47199,0.960383,1.000000,1.000000,1.000000,1.000000,1.000000,0.263979,0.260000,0.634787,0.730000,49.545898,132.038086,491.428711,19.289062,59.839844
47399,0.960551,1.000000,1.000000,1.000000,1.000000,1.000000,0.264004,0.270000,0.634894,0.660000,49.545898,132.038086,491.428711,19.289062,63.792969
47599,0.960717,1.000000,1.000000,1.000000,1.000000,1.000000,0.263966,0.255000,0.635232,0.715000,49.545898,132.038086,491.428711,19.289062,64.167969
47799,0.960882,1.000000,1.000000,1.000000,1.000000,1.000000,0.264118,0.300000,0.634916,0.560000,49.545898,132.038086,491.428711,19.289062,66.769531
47999,0.961046,1.000000,1.000000,1.000000,1.000000,1.000000,0.264121,0.265000,0.633996,0.415000,49.545898,132.038086,491.428711,18.945312,51.339844
48199,0.961208,1.000000,1.000000,1.000000,1.000000,1.000000,0.264313,0.310000,0.633188,0.440000,49.545898,132.038086,491.428711,19.289062,62.132812
48399,0.961369,1.000000,1.000000,1.000000,1.000000,1.000000,0.264295,0.260000,0.632469,0.460000,49.545898,132.038086,491.428711,19.289062,55.644531
48599,0.961529,1.000000,1.000000,1.000000,1.000000,1.000000,0.264194,0.240000,0.632479,0.635000,49.545898,132.038086,491.428711,19.289062,66.457031
48799,0.961687,1.000000,1.000000,1.000000,1.000000,1.000000,0.264095,0.240000,0.632140,0.550000,49.545898,132.038086,491.428711,19.289062,60.589844
48999,0.961844,1.000000,1.000000,1.000000,1.000000,1.000000,0.263955,0.230000,0.632889,0.815000,49.545898,132.038086,491.428711,19.289062,46.003906
49199,0.962000,1.000000,1.000000,1.000000,1.000000,1.000000,0.263980,0.270000,0.633367,0.750000,49.545898,132.038086,491.428711,19.289062,66.562500
49399,0.962154,1.000000,1.000000,1.000000,1.000000,1.000000,0.263963,0.260000,0.632866,0.510000,49.545898,132.038086,491.428711,18.070312,64.554688
49599,0.962308,1.000000,1.000000,1.000000,1.000000,1.000000,0.264008,0.275000,0.633401,0.765000,49.545898,132.038086,491.428711,19.289062,56.339844
49799,0.962460,1.000000,1.000000,1.000000,1.000000,1.000000,0.263952,0.250000,0.633327,0.615000,49.545898,132.038086,491.428711,18.945312,54.031250
49999,0.962610,1.000000,1.000000,1.000000,1.000000,1.000000,0.263976,0.270000,0.632430,0.410000,49.545898,132.038086,491.428711,18.945312,59.089844